candidate_id,decision,rule_plausibility_label,evidence_sufficiency_label,reasons,target_masked_score,dataset,model_key,operation,error_type,error_category,source_text,target_text,rule_text,rationale,evidence_spans_json
rf-edit-0062::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,JFLEG,gector_roberta_base,replace,R:PRON,pronouns,this,it,Use a pronoun to refer back to a previously mentioned noun to avoid repetition.,"The word 'this' is used to refer to the problem mentioned earlier, but 'it' is more appropriate as a pronoun to avoid repetition and improve clarity.","[{""end"": 6, ""role"": ""antecedent"", ""source"": ""kept_existing"", ""start"": 5, ""text"": ""problem""}, {""end"": 16, ""role"": ""repetition"", ""source"": ""kept_existing"", ""start"": 15, ""text"": ""this""}, {""end"": 15, ""role"": ""pronoun_antecedent_context"", ""source"": ""structured_heuristic"", ""start"": 14, ""text"": ""about""}]"
rf-edit-0126::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,reject,plausible,insufficient,missing_required_evidence:noun_number_context;evidence_not_mentioned_in_rule_or_rationale;unsupported_high_confidence,0.9,JFLEG,t5_base_grammar,replace,R:ORTH,noun_number,jobs .,jobs.,Avoid unnecessary periods following a sentence-ending word unless it is part of a list or a specific stylistic choice.,The original text ends with 'jobs .' which includes an unnecessary period after the word 'jobs'. Removing the period improves punctuation consistency and adheres to standard English writing conventions.,"[{""end"": 33, ""role"": ""source"", ""source"": ""kept_existing"", ""start"": 31, ""text"": ""jobs .""}, {""end"": 33, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 31, ""text"": ""jobs .""}, {""end"": 31, ""role"": ""left_context"", ""source"": ""structured_heuristic"", ""start"": 30, ""text"": ""better""}]"
rf-edit-0127::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,t5_base_grammar,replace,R:PREP,prepositions,of,for,"The preposition 'for' is used to indicate purpose or relation to something, whereas 'of' indicates possession or composition.","The phrase 'Caring of the environment' is grammatically incorrect because 'of' does not convey the intended relationship between the action (caring) and its object (the environment). The correct preposition to use here is 'for', which indicates purpose or relation to something.","[{""end"": 25, ""role"": ""preposition_governor"", ""source"": ""structured_heuristic"", ""start"": 24, ""text"": ""Caring""}, {""end"": 28, ""role"": ""preposition_complement"", ""source"": ""structured_heuristic"", ""start"": 27, ""text"": ""environment""}]"
rf-edit-0127::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,t5_base_grammar,replace,R:PREP,prepositions,of,for,"The preposition 'for' is used to indicate purpose or benefit, while 'of' indicates possession or association.","The phrase 'Caring of the environment' is grammatically incorrect because 'of' implies possession or association, which does not fit the context. The correct preposition is 'for', which indicates purpose or benefit. Therefore, replacing 'of' with 'for' improves the grammatical accuracy and clarity of the sentence.","[{""end"": 25, ""role"": ""preposition_governor"", ""source"": ""structured_heuristic"", ""start"": 24, ""text"": ""Caring""}, {""end"": 28, ""role"": ""preposition_complement"", ""source"": ""structured_heuristic"", ""start"": 27, ""text"": ""environment""}]"
rf-edit-0138::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,evidence_not_mentioned_in_rule_or_rationale,0.9,EXPECT,t5_base_grammar,replace,R:NOUN,lexical_choice,civilization,"civilization,",A comma should be used after introductory phrases or clauses to separate them from the main clause.,"The addition of a comma after 'civilization' separates the introductory phrase from the main clause, improving clarity and adhering to standard punctuation rules. However, this edit is considered stylistic rather than grammatically necessary, as the sentence remains understandable without the comma.","[{""end"": 10, ""role"": ""modified_text"", ""source"": ""kept_existing"", ""start"": 9, ""text"": ""civilization""}, {""end"": 10, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""civilization""}, {""end"": 9, ""role"": ""noun_number_context"", ""source"": ""structured_heuristic"", ""start"": 8, ""text"": ""Egyptian""}, {""end"": 11, ""role"": ""noun_phrase_context"", ""source"": ""structured_heuristic"", ""start"": 10, ""text"": ""has""}]"
rf-edit-0138::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,evidence_not_mentioned_in_rule_or_rationale,0.9,EXPECT,t5_base_grammar,replace,R:NOUN,lexical_choice,civilization,"civilization,",A comma should be used after introductory elements to separate clauses.,"The edit adds a comma after 'civilization' to separate the introductory phrase from the main clause, which is a stylistic choice to improve readability and clarity. However, this comma is not strictly necessary for grammatical correctness, making the edit optional rather than mandatory.","[{""end"": 10, ""role"": ""modified_text"", ""source"": ""kept_existing"", ""start"": 9, ""text"": ""civilization""}, {""end"": 10, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""civilization""}, {""end"": 9, ""role"": ""noun_number_context"", ""source"": ""structured_heuristic"", ""start"": 8, ""text"": ""Egyptian""}, {""end"": 11, ""role"": ""noun_phrase_context"", ""source"": ""structured_heuristic"", ""start"": 10, ""text"": ""has""}]"
rf-edit-0163::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,t5_base_grammar,replace,R:PREP,prepositions,on,for,"Use 'for' to indicate the purpose or reason of an action, while 'on' is used for topics or subjects.","The original sentence uses 'on' which typically indicates a topic or subject, but the intended meaning seems to be about the purpose or reason of the impact. Replacing 'on' with 'for' better conveys that the impact was directed towards the people for a specific purpose, making the sentence more semantically accurate.","[{""end"": 10, ""role"": ""original"", ""source"": ""kept_existing"", ""start"": 1, ""text"": ""have had a most significant impact on the people""}, {""end"": 7, ""role"": ""preposition_governor"", ""source"": ""structured_heuristic"", ""start"": 6, ""text"": ""impact""}, {""end"": 10, ""role"": ""preposition_complement"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""people""}]"
rf-edit-0163::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,t5_base_grammar,replace,R:PREP,prepositions,on,for,"Use 'for' to indicate the purpose or reason of an action, while 'on' typically indicates a topic or subject.","The original sentence uses 'on' which implies a surface-level interaction, but the intended meaning is about the impact being directed towards the people. Replacing 'on' with 'for' better conveys that the impact was experienced by the people, aligning with the intended meaning.","[{""end"": 7, ""role"": ""preposition_governor"", ""source"": ""structured_heuristic"", ""start"": 6, ""text"": ""impact""}, {""end"": 10, ""role"": ""preposition_complement"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""people""}]"
rf-edit-0191::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,JFLEG,t5_base_grammar,delete,U:DET,articles_determiners,an,,Articles like 'a' or 'an' may be omitted when the noun they precede is clearly defined or when the context makes the noun's presence clear.,The article 'an' is unnecessary before the plural noun 'experts' because the subject 'students' and the verb 'become' make it clear that the noun is plural. Removing 'an' results in more concise and natural phrasing.,"[{""end"": 21, ""role"": ""original"", ""source"": ""kept_existing"", ""start"": 12, ""text"": ""and they will become an experts in those areas""}, {""end"": 18, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 17, ""text"": ""experts""}]"
rf-edit-0191::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,JFLEG,t5_base_grammar,delete,U:DET,articles_determiners,an,,Avoid unnecessary articles when the noun is clearly defined or when the context makes the article redundant.,The article 'an' is unnecessary before the plural noun 'experts' because 'experts' is already plural and does not require an article. Removing 'an' improves clarity and conciseness without altering the meaning.,"[{""end"": 21, ""role"": ""original"", ""source"": ""kept_existing"", ""start"": 13, ""text"": ""they will become an experts in those areas""}, {""end"": 18, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 17, ""text"": ""experts""}]"
rf-edit-0199::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,t5_base_grammar,replace,R:PREP,prepositions,at,in,"The preposition 'in' is used to indicate interest in something, whereas 'at' is typically used with specific locations or points.","The phrase 'interested at' is grammatically incorrect when referring to interest in a subject like the environment. The correct preposition to use in this context is 'in', which indicates the object of interest.","[{""end"": 11, ""role"": ""error"", ""source"": ""kept_existing"", ""start"": 7, ""text"": ""interested at the environment""}, {""end"": 8, ""role"": ""preposition_governor"", ""source"": ""structured_heuristic"", ""start"": 7, ""text"": ""interested""}, {""end"": 11, ""role"": ""preposition_complement"", ""source"": ""structured_heuristic"", ""start"": 10, ""text"": ""environment""}]"
rf-edit-0199::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,t5_base_grammar,replace,R:PREP,prepositions,at,in,"The preposition 'in' is used to indicate interest in something, whereas 'at' is typically used with specific locations or points.","The phrase 'interested in' is a standard collocation used to express interest in a subject, such as the environment. The preposition 'at' is not appropriate here because it typically refers to specific locations or points rather than abstract concepts like the environment.","[{""end"": 11, ""role"": ""error_span"", ""source"": ""kept_existing"", ""start"": 7, ""text"": ""interested at the environment""}, {""end"": 8, ""role"": ""preposition_governor"", ""source"": ""structured_heuristic"", ""start"": 7, ""text"": ""interested""}, {""end"": 11, ""role"": ""preposition_complement"", ""source"": ""structured_heuristic"", ""start"": 10, ""text"": ""environment""}]"
rf-edit-0225::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,JFLEG,t5_base_grammar,replace,R:PRON,lexical_choice,the,they,The subject and verb in a sentence must agree in number (singular/plural).,"The original sentence starts with 'Third the', which is a grammatical error. The pronoun 'they' is needed to serve as the subject of the sentence, matching the verb 'put'. Replacing 'the' with 'they' corrects the subject-verb agreement but is not appropriate in this context because 'they' is not the subject of the sentence. The correct subject would be an implied action or entity, not the pronoun 'they'.","[{""end"": 24, ""role"": ""original"", ""source"": ""kept_existing"", ""start"": 0, ""text"": ""Third the butt it in hte front of the door of store to make the poeple see it even if it is not good""}, {""end"": 1, ""role"": ""pronoun_antecedent_context"", ""source"": ""structured_heuristic"", ""start"": 0, ""text"": ""Third""}]"
rf-edit-0255::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,evidence_not_mentioned_in_rule_or_rationale,0.9,EXPECT,coedit_large,replace,R:NOUN,lexical_choice,sister,sister.,A period should follow a complete sentence.,"The word 'sister' at the end of the first sentence is followed by a comma, which indicates the sentence is not yet complete. Adding a period after 'sister' would properly terminate the sentence, making it grammatically correct and stylistically appropriate.","[{""end"": 8, ""role"": ""token"", ""source"": ""kept_existing"", ""start"": 7, ""text"": ""sister""}, {""end"": 8, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 7, ""text"": ""sister""}, {""end"": 7, ""role"": ""noun_number_context"", ""source"": ""structured_heuristic"", ""start"": 6, ""text"": ""little""}, {""end"": 10, ""role"": ""noun_phrase_context"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""she""}]"
rf-edit-0255::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,evidence_not_mentioned_in_rule_or_rationale,0.9,EXPECT,coedit_large,replace,R:NOUN,lexical_choice,sister,sister.,A period should follow a complete sentence.,"The word 'sister' at the end of the first sentence is followed by a comma, which is incorrect because the sentence is complete. Adding a period after 'sister' would properly terminate the sentence.","[{""end"": 8, ""role"": ""token"", ""source"": ""kept_existing"", ""start"": 7, ""text"": ""sister""}, {""end"": 8, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 7, ""text"": ""sister""}, {""end"": 7, ""role"": ""noun_number_context"", ""source"": ""structured_heuristic"", ""start"": 6, ""text"": ""little""}, {""end"": 10, ""role"": ""noun_phrase_context"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""she""}]"
rf-edit-0257::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,reject,plausible,insufficient,missing_required_evidence:specific_source_evidence;evidence_not_mentioned_in_rule_or_rationale;unsupported_high_confidence,0.9,EXPECT,coedit_large,replace,R:OTHER,lexical_choice,example,"example,",A comma should follow 'example' when it is used as a standalone sentence or introductory phrase.,"The edit adds a comma after 'example' to improve clarity and punctuation consistency, which is a stylistic choice rather than a grammatical necessity. This is common in writing to separate examples from the main clause.","[{""end"": 33, ""role"": ""source"", ""source"": ""kept_existing"", ""start"": 32, ""text"": ""example""}, {""end"": 33, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 32, ""text"": ""example""}, {""end"": 30, ""role"": ""left_context"", ""source"": ""structured_heuristic"", ""start"": 29, ""text"": ""lives""}, {""end"": 34, ""role"": ""right_context"", ""source"": ""structured_heuristic"", ""start"": 33, ""text"": ""my""}]"
rf-edit-0257::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,reject,plausible,insufficient,missing_required_evidence:specific_source_evidence;evidence_not_mentioned_in_rule_or_rationale;unsupported_high_confidence,0.9,EXPECT,coedit_large,replace,R:OTHER,lexical_choice,example,"example,","When using 'example' as a standalone word in a sentence, a comma should follow it if it is followed by additional explanatory content.","The edit adds a comma after 'example' to properly separate it from the following explanatory clause, which is a stylistic choice to improve readability and clarity.","[{""end"": 33, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 32, ""text"": ""example""}, {""end"": 30, ""role"": ""left_context"", ""source"": ""structured_heuristic"", ""start"": 29, ""text"": ""lives""}, {""end"": 34, ""role"": ""right_context"", ""source"": ""structured_heuristic"", ""start"": 33, ""text"": ""my""}]"
rf-edit-0264::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,coedit_large,replace,R:PREP,prepositions,at,in,"The preposition 'in' is used to indicate interest in something, whereas 'at' is typically used with specific locations or points.","The phrase 'interested at' is grammatically incorrect when referring to interest in a subject like the environment. The correct preposition to use in this context is 'in', which indicates the object of interest.","[{""end"": 11, ""role"": ""error"", ""source"": ""kept_existing"", ""start"": 7, ""text"": ""interested at the environment""}, {""end"": 8, ""role"": ""preposition_governor"", ""source"": ""structured_heuristic"", ""start"": 7, ""text"": ""interested""}, {""end"": 11, ""role"": ""preposition_complement"", ""source"": ""structured_heuristic"", ""start"": 10, ""text"": ""environment""}]"
rf-edit-0264::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,coedit_large,replace,R:PREP,prepositions,at,in,"The preposition 'in' is used to indicate interest in something, whereas 'at' is typically used with specific locations or points.","The phrase 'interested in' is a standard collocation used to express interest in a subject, such as the environment. The preposition 'at' is not appropriate here because it typically refers to specific locations or points rather than abstract concepts like the environment.","[{""end"": 11, ""role"": ""error_span"", ""source"": ""kept_existing"", ""start"": 7, ""text"": ""interested at the environment""}, {""end"": 8, ""role"": ""preposition_governor"", ""source"": ""structured_heuristic"", ""start"": 7, ""text"": ""interested""}, {""end"": 11, ""role"": ""preposition_complement"", ""source"": ""structured_heuristic"", ""start"": 10, ""text"": ""environment""}]"
rf-edit-0265::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,coedit_large,delete,U:VERB,verb_form,is,,"In sentences where the subject is followed by a complement (such as an adjective or noun), the verb 'be' may be omitted if the structure is clear.",The phrase 'how different is our lives' contains an unnecessary 'is' that can be omitted without changing the meaning. The structure 'how different our lives are' is more concise and natural in standard English usage.,"[{""end"": 17, ""role"": ""deleted_text"", ""source"": ""kept_existing"", ""start"": 16, ""text"": ""is""}, {""end"": 16, ""role"": ""verb_context"", ""source"": ""structured_heuristic"", ""start"": 15, ""text"": ""different""}, {""end"": 18, ""role"": ""verb_complement_or_time_context"", ""source"": ""structured_heuristic"", ""start"": 17, ""text"": ""our""}]"
rf-edit-0267::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,coedit_large,insert,M:DET,articles_determiners,,a,Nouns that are countable and not previously mentioned in the sentence should be preceded by an article (a/an).,"The noun 'side' is countable and refers to a specific concept ('positive side') that has not been introduced earlier in the sentence. Therefore, it should be preceded by the indefinite article 'a' to make the sentence grammatically correct and natural.","[{""end"": 18, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 17, ""text"": ""positive""}]"
rf-edit-0268::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,coedit_large,replace,R:NOUN,lexical_choice,computer,"computer,","When listing items in a series, a comma should be placed after each item except the last one.","The edit adds a comma after 'computer' to properly separate it from the next item in the list, which is 'and finally the internet'. This follows standard punctuation rules for lists with multiple items.","[{""end"": 70, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 69, ""text"": ""computer""}, {""end"": 67, ""role"": ""noun_number_context"", ""source"": ""structured_heuristic"", ""start"": 66, ""text"": ""phone""}, {""end"": 71, ""role"": ""noun_phrase_context"", ""source"": ""structured_heuristic"", ""start"": 70, ""text"": ""ed""}]"
rf-edit-0276::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,evidence_not_mentioned_in_rule_or_rationale,0.9,EXPECT,coedit_large,delete,U:DET,articles_determiners,the,,Articles like 'the' may be omitted when the noun phrase is clearly defined or when the context makes the reference unambiguous.,The article 'the' before 'latter half of the 20th century' is stylistically optional because the time period is clearly defined and widely understood in the context. Removing it results in a more concise and natural phrasing.,"[{""end"": 9, ""role"": ""deleted"", ""source"": ""kept_existing"", ""start"": 8, ""text"": ""the""}, {""end"": 10, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""people""}]"
rf-edit-0276::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,evidence_not_mentioned_in_rule_or_rationale,0.9,EXPECT,coedit_large,delete,U:DET,articles_determiners,the,,Articles like 'the' may be omitted when referring to general time periods or categories.,The article 'the' is stylistically unnecessary before 'latter half of the 20th century' because it refers to a general time period rather than a specific instance. Removing 'the' makes the sentence more concise and natural in standard English usage.,"[{""end"": 9, ""role"": ""deleted"", ""source"": ""kept_existing"", ""start"": 8, ""text"": ""the""}, {""end"": 10, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""people""}]"
rf-edit-0284::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,coedit_large,replace,R:NOUN,lexical_choice,city,city;,Use semicolons to separate independent clauses when the second clause is a result or explanation of the first.,"The edit introduces a semicolon after 'city' to separate the two independent clauses in the sentence. While this is not strictly necessary for grammatical correctness, it is considered stylistically acceptable as it improves readability by clearly indicating the relationship between the clauses.","[{""end"": 8, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 7, ""text"": ""city""}, {""end"": 5, ""role"": ""noun_number_context"", ""source"": ""structured_heuristic"", ""start"": 4, ""text"": ""partyies""}, {""end"": 10, ""role"": ""noun_phrase_context"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""I""}]"
rf-edit-0292::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,ready_for_human_spotcheck,plausible,sufficient,,1.0,EXPECT,coedit_large,replace,R:NOUN,lexical_choice,sauce,sauce.,A period should be used to end a sentence.,"The word 'sauce' appears at the end of a sentence, but it lacks a period, making it appear as if the sentence is incomplete. Adding a period would properly conclude the sentence.","[{""end"": 64, ""role"": ""token"", ""source"": ""kept_existing"", ""start"": 63, ""text"": ""sauce""}, {""end"": 64, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 63, ""text"": ""sauce""}, {""end"": 63, ""role"": ""noun_number_context"", ""source"": ""structured_heuristic"", ""start"": 62, ""text"": ""chocolate""}, {""end"": 65, ""role"": ""noun_phrase_context"", ""source"": ""structured_heuristic"", ""start"": 64, ""text"": ""I""}]"
