candidate_id,bucket,audit_priority,candidate_type,dataset,model_key,behavior,operation,error_type,risk_count,risk_reasons
rf-edit-0248::qwen3_8b::natural::evidence_canonicalized,accepted,risk,evidence_canonicalized,EXPECT,coedit_large,wrong_correction,replace,R:OTHER,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0163::qwen3_8b::rule_grounded::evidence_canonicalized,accepted,risk,evidence_canonicalized,EXPECT,t5_base_grammar,overcorrection,replace,R:PREP,5,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy
rf-edit-0191::qwen3_8b::natural::evidence_canonicalized,accepted,risk,evidence_canonicalized,JFLEG,t5_base_grammar,correct_correction,delete,U:DET,5,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;edit_copy;unsupported_confidence
rf-edit-0191::qwen3_8b::rule_grounded::evidence_canonicalized,accepted,risk,evidence_canonicalized,JFLEG,t5_base_grammar,correct_correction,delete,U:DET,5,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;edit_copy;unsupported_confidence
rf-edit-0052::qwen3_8b::rule_grounded::evidence_canonicalized,accepted,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,replace,R:OTHER,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0081::qwen3_8b::rule_grounded::evidence_canonicalized,accepted,risk,evidence_canonicalized,EXPECT,gector_roberta_base,correct_correction,replace,R:ADV,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0098::qwen3_8b::natural::evidence_canonicalized,accepted,risk,evidence_canonicalized,JFLEG,gector_roberta_base,overcorrection,insert,M:OTHER,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0098::qwen3_8b::rule_grounded::evidence_canonicalized,accepted,risk,evidence_canonicalized,JFLEG,gector_roberta_base,overcorrection,insert,M:OTHER,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0199::qwen3_8b::natural::evidence_canonicalized,accepted,risk,evidence_canonicalized,EXPECT,t5_base_grammar,correct_correction,replace,R:PREP,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0199::qwen3_8b::rule_grounded::evidence_canonicalized,accepted,risk,evidence_canonicalized,EXPECT,t5_base_grammar,correct_correction,replace,R:PREP,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0225::qwen3_8b::natural::evidence_canonicalized,accepted,risk,evidence_canonicalized,JFLEG,t5_base_grammar,wrong_correction,replace,R:PRON,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0264::qwen3_8b::natural::evidence_canonicalized,accepted,risk,evidence_canonicalized,EXPECT,coedit_large,correct_correction,replace,R:PREP,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0264::qwen3_8b::rule_grounded::evidence_canonicalized,accepted,risk,evidence_canonicalized,EXPECT,coedit_large,correct_correction,replace,R:PREP,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0074::qwen3_8b::rule_grounded::evidence_canonicalized,refine,stratum:behavior=overcorrection,evidence_canonicalized,EXPECT,gector_roberta_base,overcorrection,insert,M:VERB:TENSE,9,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0034::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,replace,R:VERB:FORM,7,missing_evidence;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0034::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,replace,R:VERB:FORM,7,missing_evidence;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0107::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,replace,R:VERB:FORM,7,missing_evidence;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0107::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,replace,R:VERB:FORM,7,missing_evidence;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0141::qwen3_8b::natural::evidence_canonicalized,refine,stratum:model_key=t5_base_grammar,evidence_canonicalized,JFLEG,t5_base_grammar,overcorrection,replace,R:ADJ,7,missing_evidence;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0035::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,gector_roberta_base,overcorrection,insert,M:NOUN:POSS,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0051::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,gector_roberta_base,correct_correction,replace,R:PREP,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0051::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,gector_roberta_base,correct_correction,replace,R:PREP,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0058::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,gector_roberta_base,wrong_correction,replace,M:DET,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0074::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,gector_roberta_base,overcorrection,insert,M:VERB:TENSE,6,missing_evidence;target_copy;edit_copy;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0127::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,t5_base_grammar,correct_correction,replace,R:PREP,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0127::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,t5_base_grammar,correct_correction,replace,R:PREP,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0165::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,t5_base_grammar,correct_correction,insert,M:DET,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0207::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,t5_base_grammar,wrong_correction,replace,R:OTHER,6,missing_evidence;target_copy;edit_copy;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0207::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,t5_base_grammar,wrong_correction,replace,R:OTHER,6,missing_evidence;target_copy;edit_copy;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0248::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,coedit_large,wrong_correction,replace,R:OTHER,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0267::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,coedit_large,correct_correction,insert,M:DET,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0163::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,t5_base_grammar,overcorrection,replace,R:PREP,5,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy
rf-edit-0257::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,coedit_large,overcorrection,replace,R:OTHER,5,evidence_prediction_only_text;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0257::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,coedit_large,overcorrection,replace,R:OTHER,5,evidence_prediction_only_text;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0268::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,coedit_large,overcorrection,replace,R:NOUN,5,evidence_prediction_only_text;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0277::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,coedit_large,overcorrection,insert,M:DET,5,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy
rf-edit-0284::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,coedit_large,overcorrection,replace,R:NOUN,5,evidence_prediction_only_text;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0023::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,replace,R:WO,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0023::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,replace,R:WO,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0024::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,insert,M:PUNCT,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0024::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,insert,M:PUNCT,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0052::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,wrong_correction,replace,R:OTHER,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0058::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,gector_roberta_base,wrong_correction,replace,M:DET,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0068::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,correct_correction,replace,R:OTHER,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0081::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,gector_roberta_base,correct_correction,replace,R:ADV,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0111::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,gector_roberta_base,correct_correction,replace,R:MORPH,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0111::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,EXPECT,gector_roberta_base,correct_correction,replace,R:MORPH,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0114::qwen3_8b::natural::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,gector_roberta_base,overcorrection,replace,R:VERB:FORM,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0141::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,t5_base_grammar,overcorrection,replace,R:ADJ,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0225::qwen3_8b::rule_grounded::evidence_canonicalized,refine,risk,evidence_canonicalized,JFLEG,t5_base_grammar,wrong_correction,replace,R:PRON,4,missing_evidence;target_copy;edit_copy;unsupported_confidence
rf-edit-0025::qwen3_8b::natural::evidence_canonicalized,rejected,stratum:behavior=correct_correction,evidence_canonicalized,EXPECT,gector_roberta_base,correct_correction,delete,U:DET,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;missing_evidence;edit_copy;unsupported_confidence;alignment_error
rf-edit-0025::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,gector_roberta_base,correct_correction,delete,U:DET,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;missing_evidence;edit_copy;unsupported_confidence;alignment_error
rf-edit-0033::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,gector_roberta_base,overcorrection,delete,U:DET,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;missing_evidence;edit_copy;unsupported_confidence;alignment_error
rf-edit-0035::qwen3_8b::natural::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,gector_roberta_base,overcorrection,insert,M:NOUN:POSS,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;missing_evidence;missing_rule;target_copy;edit_copy
rf-edit-0217::qwen3_8b::natural::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,t5_base_grammar,wrong_correction,replace,R:SPELL,7,evidence_prediction_only_text;wrong_evidence_auto;possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0242::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,stratum:model_key=coedit_large,evidence_canonicalized,EXPECT,coedit_large,overcorrection,replace,R:SPELL,7,evidence_prediction_only_text;wrong_evidence_auto;target_copy;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0125::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,t5_base_grammar,overcorrection,delete,U:CONJ,6,evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;edit_copy;unsupported_confidence;alignment_error
rf-edit-0129::qwen3_8b::natural::evidence_canonicalized,rejected,risk,evidence_canonicalized,JFLEG,t5_base_grammar,wrong_correction,replace,R:SPELL,6,target_copy;possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0129::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,risk,evidence_canonicalized,JFLEG,t5_base_grammar,wrong_correction,replace,R:SPELL,6,target_copy;possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0147::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,risk,evidence_canonicalized,JFLEG,t5_base_grammar,overcorrection,replace,R:NOUN,5,possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0217::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,t5_base_grammar,wrong_correction,replace,R:SPELL,5,possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0242::qwen3_8b::natural::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,coedit_large,overcorrection,replace,R:SPELL,5,target_copy;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0291::qwen3_8b::natural::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,coedit_large,overcorrection,replace,R:SPELL,5,possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0291::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,coedit_large,overcorrection,replace,R:SPELL,5,possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0009::qwen3_8b::natural::evidence_canonicalized,rejected,risk,evidence_canonicalized,JFLEG,gector_roberta_base,correct_correction,replace,R:VERB:SVA,4,target_copy;edit_copy;unsupported_confidence;alignment_error
rf-edit-0009::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,risk,evidence_canonicalized,JFLEG,gector_roberta_base,correct_correction,replace,R:VERB:SVA,4,target_copy;edit_copy;unsupported_confidence;alignment_error
rf-edit-0039::qwen3_8b::natural::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,gector_roberta_base,overcorrection,delete,U:CONJ,4,missing_evidence;edit_copy;unsupported_confidence;alignment_error
rf-edit-0039::qwen3_8b::rule_grounded::evidence_canonicalized,rejected,risk,evidence_canonicalized,EXPECT,gector_roberta_base,overcorrection,delete,U:CONJ,4,missing_evidence;edit_copy;unsupported_confidence;alignment_error
