item_id,priority,disagreement_count,disagreement_dimensions,dataset,model_key,model_family,model_behavior,error_type,explanation_type,source,model_prediction,model_edit,explanation,A_edit_alignment,B_edit_alignment,A_edit_validity,B_edit_validity,A_rule_correctness,B_rule_correctness,A_evidence,B_evidence,A_faithfulness,B_faithfulness,A_notes,B_notes,final_edit_alignment,final_edit_validity,final_rule_correctness,final_evidence,final_faithfulness,adjudication_notes
r10-faith-00271,P2,1,edit_validity_label,EXPECT,coedit_large,instruction-following text editor,overcorrection,R:OTHER,masked_target_template,We should use of public transport because at the present there are a lot of cars in the world that pollute and unfortunately we are harming the environment and the world .,"We should use public transport because, at the present, there are a lot of cars in the world that pollute and, unfortunately, we are harming the environment and the world.","replace ""because"" with ""because,""","This edit should replace ""because"" with ""[MASK]"" at source span [6,7) for R:OTHER.",partially_correct,partially_correct,stylistic,invalid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target is masked; comma after because is an optional punctuation/style choice with parenthetical phrasing.,"Target is masked; adding a comma directly after ""because"" here is not standard punctuation.",,,,,,
r10-faith-00214,P1,3,"edit_alignment_label, edit_validity_label, evidence_label",EXPECT,coedit_large,instruction-following text editor,overcorrection,R:NOUN,rule_grounded_automatic,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","replace ""computer"" with ""computer,""","Use the noun number or noun form required by the sentence. In this sentence, the evidence is around ""computer"".",incorrect,correct,stylistic,valid,incorrect,incorrect,incorrect,partially_correct,unfaithful,unfaithful,"The edit adds a serial comma, but the explanation wrongly discusses noun number or form.",Edit adds a comma for list punctuation; noun-number rule is irrelevant.,,,,,,
r10-faith-00512,AGREE,0,,EXPECT,coedit_large,instruction-following text editor,overcorrection,R:ORTH,rule_only,"In conclusion , I think that this type of food and atmosphere is very for us , because normally we speak about books , work and studies , whereas with this type of environment we can speak about ourselves , our family , our hobbies and everyone will get to know new something about other classmates .","In conclusion, I think that this type of food and atmosphere is very good for us because normally, we speak about books, work, and studies, whereas with this type of environment, we can speak about ourselves, our family, our hobbies, and everyone will get to know something new about other classmates.","replace ""classmates ."" with ""classmates.""","Correct spelling, casing, spacing, or another orthographic form. The explanation intentionally omits the target edit.",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation gives only a broad orthographic category and does not identify this spacing-before-period edit.,Explanation is generic and does not identify the specific spacing/punctuation edit.,,,,,,
r10-faith-00968,AGREE,0,,EXPECT,coedit_large,instruction-following text editor,overcorrection,U:PUNCT,swapped_across_sentence,"i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","I love my family, especially my little sister. She is sixteen years old. I consider her my best friend because I usually tell her everything about my life.","replace "", i"" with ""I""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,"Explanation is swapped from another sentence; it cites nonexistent ""community"" edit.",Explanation refers to an unrelated token/span and does not describe the displayed edit.,,,,,,
r10-faith-01156,P2,1,rule_correctness_label,EXPECT,coedit_large,instruction-following text editor,overcorrection,R:ORTH,wrong_direction,"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring of the environment is very important and in my village they take different actions to care for it .","I live in San Miguel Almoloyan, this is a village in the municipality of Almoloya de Juarez in the State of Mexico. Caring of the environment is very important, and in my village, they take different actions to care for it.","replace ""it ."" with ""it.""","The sentence should change from ""it."" back to ""it ."".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the edit direction.,Explanation reverses the edit direction and misstates the target.,,,,,,
r10-faith-00517,P2,2,"edit_validity_label, evidence_label",EXPECT,coedit_large,instruction-following text editor,overcorrection,R:ORTH,wrong_rule,"In conclusion , I think that this type of food and atmosphere is very for us , because normally we speak about books , work and studies , whereas with this type of environment we can speak about ourselves , our family , our hobbies and everyone will get to know new something about other classmates .","In conclusion, I think that this type of food and atmosphere is very good for us because normally, we speak about books, work, and studies, whereas with this type of environment, we can speak about ourselves, our family, our hobbies, and everyone will get to know something new about other classmates.","replace ""classmates ."" with ""classmates.""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,stylistic,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation calls for a comma, but the edit removes the space before the final period.",Edit removes space before final period; explanation incorrectly cites a comma and overgeneralizes.,,,,,,
r10-faith-00395,AGREE,0,,EXPECT,coedit_large,instruction-following text editor,overcorrection,R:ORTH,wrong_target,"In conclusion , I think that this type of food and atmosphere is very for us , because normally we speak about books , work and studies , whereas with this type of environment we can speak about ourselves , our family , our hobbies and everyone will get to know new something about other classmates .","In conclusion, I think that this type of food and atmosphere is very good for us because normally, we speak about books, work, and studies, whereas with this type of environment, we can speak about ourselves, our family, our hobbies, and everyone will get to know something new about other classmates.","replace ""conclusion ,"" with ""conclusion,""","This edit should replace ""the"".",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the punctuation spacing edit.","Explanation refers to replacing ""the,"" which is unrelated to the spacing/punctuation edit.",,,,,,
r10-faith-00360,AGREE,0,,EXPECT,coedit_large,instruction-following text editor,wrong_correction,M:DET,explicit_template,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight.,"insert ""the""","This edit should insert ""the"" at source span [10,10) for M:DET.",correct,correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,,,,,,,,
r10-faith-00533,P2,1,edit_validity_label,EXPECT,coedit_large,instruction-following text editor,wrong_correction,M:PUNCT,gee_style_automatic,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant. It 's called "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without","replace ""its name"" with ""It""","The phrase near span [10,12) violates M:PUNCT; use punctuation that matches the sentence structure.",incorrect,incorrect,stylistic,invalid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,"Explanation describes a punctuation issue, not the replacement of ""its name"" with ""It""; the wording change is optional.","Explanation describes punctuation, but the edit replaces words; prediction is also truncated.",,,,,,
r10-faith-00369,AGREE,0,,EXPECT,coedit_large,instruction-following text editor,wrong_correction,M:DET,generic,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight.,"insert ""the""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,,,,,,,
r10-faith-00531,P2,2,"edit_validity_label, evidence_label",EXPECT,coedit_large,instruction-following text editor,wrong_correction,M:PUNCT,masked_target_template,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant. It 's called "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without","replace ""its name"" with ""It""","This edit should replace ""its name"" with ""[MASK]"" at source span [10,12) for M:PUNCT.",partially_correct,partially_correct,valid,invalid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Target is masked, and the explanation incorrectly categorizes the word replacement as punctuation.","Target is masked, edit span/operation misdescribed, and replacing ""its name"" with ""It"" alone is ungrammatical.",,,,,,
r10-faith-01054,P0,4,"edit_alignment_label, edit_validity_label, evidence_label, faithfulness_label",EXPECT,coedit_large,instruction-following text editor,wrong_correction,R:SPELL,rule_grounded_automatic,In the end I think if many people want the Monarchy to be ablished a general election should be called and then see if the Monarchy should be abolished .,"In the end, I think if many people want the Monarchy to be abolished, a general election should be called and then see if the Monarchy should be abolished.","replace ""ablished"" with ""abolished,""","Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""ablished"".",partially_correct,incorrect,valid,invalid,not_applicable,not_applicable,not_provided,incorrect,partially_faithful,unfaithful,"Explanation identifies the source area but gives no target, operation, or specific rule.",Edit incorrectly attaches a comma to the corrected word; explanation is generic and misidentifies evidence.,,,,,,
r10-faith-00362,AGREE,0,,EXPECT,coedit_large,instruction-following text editor,wrong_correction,M:DET,rule_only,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight.,"insert ""the""",Use an article or determiner licensed by the noun phrase. The explanation intentionally omits the target edit.,partially_correct,partially_correct,valid,valid,partially_correct,partially_correct,not_provided,not_provided,partially_faithful,partially_faithful,"Explanation gives a generic article rule but omits the specific insertion of ""the"" before ""Museum"".",Explanation notes target omission; article rule is relevant but underspecified.,,,,,,
r10-faith-00538,P2,3,"edit_validity_label, rule_correctness_label, evidence_label",EXPECT,coedit_large,instruction-following text editor,wrong_correction,M:PUNCT,swapped_across_sentence,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant. It 's called "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without","replace ""its name"" with ""It""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,acceptable_alternative,uncertain,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,Explanation is swapped from another item; the pronoun rewrite is acceptable with accompanying edits.,Explanation refers to a different edit/span and does not match the current model edit.,,,,,,
r10-faith-00536,P2,2,"edit_validity_label, rule_correctness_label",EXPECT,coedit_large,instruction-following text editor,wrong_correction,M:PUNCT,wrong_direction,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant. It 's called "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without","replace ""its name"" with ""It""","The sentence should change from ""It"" back to ""its name"".",incorrect,incorrect,stylistic,invalid,not_applicable,incorrect,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the model edit; the change is mainly a rephrasing of an acceptable expression.,Explanation reverses source/target and misstates the edit; model prediction is also truncated.,,,,,,
r10-faith-01187,P2,2,"edit_validity_label, evidence_label",EXPECT,coedit_large,instruction-following text editor,wrong_correction,R:VERB,wrong_rule,"we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars .","We think that in the future, the planet will be in a bad condition and the trees will be dissappearing. After that, we will have wars.","replace ""dissappearing"" with ""dissappearing.""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,invalid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation says to use a comma, but the model inserted a period after the word.","Edit replaces word with word+period, but explanation discusses comma and misstates punctuation changes.",,,,,,
r10-faith-01185,P2,1,edit_validity_label,EXPECT,coedit_large,instruction-following text editor,wrong_correction,R:VERB,wrong_target,"we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars .","We think that in the future, the planet will be in a bad condition and the trees will be dissappearing. After that, we will have wars.","replace ""dissappearing"" with ""dissappearing.""","This edit should replace ""the"".",incorrect,incorrect,valid,invalid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation refers to replacing the wrong token.,"Explanation refers to replacing ""the"", which is unrelated to the displayed edit; the edit itself is also invalid because it does not correct the misspelling and incorrectly attaches a period to the word.",,,,,,
r10-faith-01220,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:PREP,explicit_template,"In my community , we are very interested at the environment and ecological things .","In my community , we are very interested in the environment and ecological things .","replace ""at"" with ""in""","This edit should replace ""at"" with ""in"" at source span [8,9) for R:PREP.",correct,correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,,,,,,,,
r10-faith-01413,P2,2,"edit_validity_label, evidence_label",EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:NOUN,gee_style_automatic,"However , public transportation is much cheaper than buying a new car and for the adventurer who wants to have an exciting travel for then to see more action .","However , public transportation is much cheaper than buying a new car and for the adventurer who wants to have an exciting journey , then to see more action .","replace ""travel"" with ""journey""","The phrase near span [22,23) violates R:NOUN; use the noun number or noun form required by the sentence.",partially_correct,partially_correct,valid,stylistic,partially_correct,partially_correct,not_provided,partially_correct,partially_faithful,partially_faithful,Explanation locates the edited noun but does not specify the target or cite the determiner context.,"Edit is a near-synonym lexical choice; both nouns are grammatical, so the change is stylistic rather than required.",,,,,,
r10-faith-01419,P2,1,edit_validity_label,EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:NOUN,generic,"However , public transportation is much cheaper than buying a new car and for the adventurer who wants to have an exciting travel for then to see more action .","However , public transportation is much cheaper than buying a new car and for the adventurer who wants to have an exciting journey , then to see more action .","replace ""travel"" with ""journey""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,Generic explanation does not identify the specific lexical edit; change is stylistic.,,,,,,
r10-faith-01821,P2,1,edit_validity_label,EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:VERB,masked_target_template,"we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars .","replace ""be dissappearing"" with ""disappear""","This edit should replace ""be dissappearing"" with ""[MASK]"" at source span [18,20) for R:VERB.",partially_correct,partially_correct,acceptable_alternative,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,"Target is masked; simple future is acceptable, though corrected progressive could also work.",Target is masked; explanation gives no explicit linguistic rule or evidence.,,,,,,
r10-faith-02374,P0,4,"edit_alignment_label, rule_correctness_label, evidence_label, faithfulness_label",EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:VERB:FORM,rule_grounded_automatic,"I like travelling and visiting new places in my country and my dream is travelling to all the countries in the world also , I have attended a lot of conferences in my field so I think this program is a chance for experience which will help and inspire me for community service and the development of my society as I hope to come back and teach others what I have learnt .","I like travelling and visiting new places in my country and my dream is to travel to all the countries in the world . I have attended a lot of conferences in my field , so I think this program is a chance for experience which will help and inspire me for community service and the development of my society , as I hope to come back and teach others what I have learnt .","replace ""travelling"" with ""to travel""","Use the verb form required by the subject and tense. In this sentence, the evidence is around ""travelling"".",partially_correct,correct,valid,valid,incorrect,partially_correct,not_provided,partially_correct,unfaithful,partially_faithful,"Infinitive is licensed by the complement of “my dream is,” not by subject or tense.","The edit is correct, but the rule is vague and the evidence is underspecified.",,,,,,
r10-faith-01412,P0,4,"edit_alignment_label, edit_validity_label, rule_correctness_label, faithfulness_label",EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:NOUN,rule_only,"However , public transportation is much cheaper than buying a new car and for the adventurer who wants to have an exciting travel for then to see more action .","However , public transportation is much cheaper than buying a new car and for the adventurer who wants to have an exciting journey , then to see more action .","replace ""travel"" with ""journey""",Use the noun number or noun form required by the sentence. The explanation intentionally omits the target edit.,incorrect,partially_correct,acceptable_alternative,stylistic,partially_correct,not_applicable,not_provided,not_provided,unfaithful,partially_faithful,"The edit is a plausible lexical/count-noun correction, but the explanation does not identify travel→journey.",Explanation is vague and explicitly says target is omitted; change is largely stylistic.,,,,,,
r10-faith-06908,P2,2,"rule_correctness_label, evidence_label",EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:VERB:FORM,swapped_across_sentence,The first one was names Amanda junior after her mom but she was a cheetah .She was 9 years old and she loved to run and she was the fastest in the family and had a lot of spots .,"The first one was named Amanda Junior after her mom , but she was a cheetah . She was 9 years old and she loved to run and she was the fastest in the family and had a lot of spots .","replace ""names"" with ""named""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,"Explanation refers to an unrelated punctuation edit, not names→named.",Explanation refers to a different edit and unrelated token.,,,,,,
r10-faith-02526,P0,5,"edit_alignment_label, edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:NOUN:NUM,wrong_direction,"Additionally , our city government has prohibited smoking in public area and under 18 years old and provides a free session of talks or presentations to increase the awareness of clean , safe , fresh environment to the city .","Additionally , our city government has prohibited smoking in public areas and those under 18 years old and provides a free session of talks or presentations to increase the awareness of a clean , safe , fresh environment in the city .","replace ""area"" with ""areas""","The sentence should change from ""areas"" back to ""area"".",incorrect,uncertain,valid,uncertain,not_applicable,uncertain,not_provided,uncertain,unfaithful,uncertain,Explanation reverses the model edit direction.,API failed,,,,,,
